#Normalization-constant  7.65839e+02
#lambda         flux
1.0488010e+00  9.85203e-01
1.0488159e+00  9.81890e-01
1.0488308e+00  9.62988e-01
1.0488457e+00  9.60901e-01
1.0488606e+00  9.63132e-01
1.0488755e+00  9.85590e-01
1.0488904e+00  9.55793e-01
1.0489054e+00  9.36887e-01
1.0489203e+00  9.61894e-01
1.0489352e+00  9.51427e-01
1.0489502e+00  9.47893e-01
1.0489651e+00  9.81887e-01
1.0489800e+00  9.60845e-01
1.0489950e+00  9.62719e-01
1.0490099e+00  9.79425e-01
1.0490248e+00  9.85400e-01
1.0490397e+00  9.80213e-01
1.0490546e+00  9.60858e-01
1.0490695e+00  9.63616e-01
1.0490845e+00  9.78024e-01
1.0490994e+00  9.71202e-01
1.0491143e+00  9.66668e-01
1.0491293e+00  1.00354e+00
1.0491442e+00  9.73177e-01
1.0491591e+00  9.63998e-01
1.0491740e+00  9.82900e-01
1.0491890e+00  9.67776e-01
1.0492039e+00  9.39334e-01
1.0492188e+00  9.97370e-01
1.0492337e+00  9.74251e-01
1.0492486e+00  9.83308e-01
1.0492635e+00  9.70216e-01
1.0492786e+00  9.82645e-01
1.0492935e+00  9.60267e-01
1.0493084e+00  9.79745e-01
1.0493233e+00  9.88259e-01
1.0493382e+00  9.92469e-01
1.0493531e+00  1.00431e+00
1.0493681e+00  9.97499e-01
1.0493830e+00  9.82524e-01
1.0493979e+00  9.60562e-01
1.0494128e+00  9.64617e-01
1.0494277e+00  9.76085e-01
1.0494426e+00  9.83957e-01
1.0494575e+00  9.97987e-01
1.0494725e+00  9.80379e-01
1.0494874e+00  9.87243e-01
1.0495023e+00  9.93850e-01
1.0495172e+00  9.88129e-01
1.0495321e+00  9.82709e-01
1.0495470e+00  9.95838e-01
1.0495620e+00  1.01234e+00
1.0495769e+00  9.95758e-01
1.0495918e+00  9.76936e-01
1.0496067e+00  9.86475e-01
1.0496216e+00  9.49282e-01
1.0496365e+00  9.67215e-01
1.0496516e+00  9.62244e-01
1.0496665e+00  9.68662e-01
1.0496814e+00  9.40150e-01
1.0496963e+00  9.31287e-01
1.0497112e+00  9.40350e-01
1.0497261e+00  9.51259e-01
1.0497410e+00  9.35859e-01
1.0497560e+00  9.40175e-01
1.0497709e+00  9.34521e-01
1.0497858e+00  9.50539e-01
1.0498007e+00  9.79183e-01
1.0498156e+00  9.40204e-01
1.0498305e+00  9.77898e-01
1.0498455e+00  9.67800e-01
1.0498604e+00  9.51037e-01
1.0498753e+00  9.67226e-01
1.0498902e+00  9.55129e-01
1.0499051e+00  9.68185e-01
1.0499200e+00  1.00721e+00
1.0499350e+00  9.60424e-01
1.0499499e+00  9.43875e-01
1.0499648e+00  9.66533e-01
1.0499797e+00  9.72280e-01
1.0499946e+00  9.85833e-01
1.0500095e+00  9.68060e-01
1.0500244e+00  9.11505e-01
1.0500395e+00  9.36525e-01
1.0500544e+00  9.67182e-01
1.0500693e+00  9.61932e-01
1.0500842e+00  9.62686e-01
1.0500991e+00  9.91144e-01
1.0501140e+00  9.88499e-01
1.0501290e+00  9.94582e-01
1.0501439e+00  1.01902e+00
1.0501588e+00  9.55676e-01
1.0501737e+00  9.64106e-01
1.0501886e+00  9.90516e-01
1.0502035e+00  9.97972e-01
1.0502185e+00  1.00008e+00
1.0502334e+00  9.97713e-01
1.0502483e+00  9.78850e-01
1.0502632e+00  9.62424e-01
1.0502781e+00  1.00193e+00
1.0502930e+00  1.00031e+00
1.0503079e+00  1.00854e+00
1.0503229e+00  9.70688e-01
1.0503378e+00  9.85906e-01
1.0503527e+00  9.95945e-01
1.0503676e+00  9.91392e-01
1.0503826e+00  9.82488e-01
1.0503975e+00  9.76992e-01
1.0504125e+00  9.89525e-01
1.0504274e+00  1.01861e+00
1.0504423e+00  1.01926e+00
1.0504572e+00  9.94429e-01
1.0504721e+00  9.94366e-01
1.0504870e+00  9.76439e-01
1.0505020e+00  1.00639e+00
1.0505169e+00  1.00265e+00
1.0505318e+00  9.69460e-01
1.0505467e+00  9.57728e-01
1.0505616e+00  9.81708e-01
1.0505765e+00  9.79335e-01
1.0505914e+00  9.90618e-01
1.0506064e+00  9.75079e-01
1.0506213e+00  9.65186e-01
1.0506362e+00  9.93797e-01
1.0506511e+00  9.93291e-01
1.0506660e+00  9.77443e-01
1.0506809e+00  9.93620e-01
1.0506960e+00  1.00000e+00
1.0507109e+00  9.93072e-01
1.0507258e+00  9.99490e-01
1.0507407e+00  1.01650e+00
1.0507556e+00  1.00275e+00
1.0507705e+00  9.88520e-01
1.0507855e+00  9.81415e-01
1.0508004e+00  9.37616e-01
1.0508153e+00  9.63556e-01
1.0508302e+00  9.93212e-01
1.0508451e+00  9.82783e-01
1.0508600e+00  9.58449e-01
1.0508749e+00  9.72538e-01
1.0508899e+00  1.00996e+00
1.0509048e+00  1.01620e+00
1.0509197e+00  9.71092e-01
1.0509346e+00  9.40127e-01
1.0509495e+00  9.69707e-01
1.0509644e+00  9.93364e-01
1.0509794e+00  9.64639e-01
1.0509943e+00  9.76401e-01
1.0510092e+00  9.81758e-01
1.0510241e+00  9.33666e-01
1.0510390e+00  9.49014e-01
1.0510539e+00  9.29326e-01
1.0510690e+00  9.50038e-01
1.0510840e+00  9.54699e-01
1.0510989e+00  9.02034e-01
1.0511138e+00  9.53799e-01
1.0511287e+00  9.72753e-01
1.0511436e+00  9.77290e-01
1.0511586e+00  9.67425e-01
1.0511735e+00  9.56356e-01
1.0511884e+00  9.47346e-01
1.0512033e+00  9.69254e-01
1.0512182e+00  9.97424e-01
1.0512331e+00  9.92977e-01
1.0512480e+00  9.64237e-01
1.0512630e+00  9.71107e-01
1.0512779e+00  9.81662e-01
1.0512928e+00  9.35263e-01
1.0513077e+00  9.45607e-01
1.0513226e+00  9.43343e-01
1.0513375e+00  9.66094e-01
1.0513525e+00  9.89129e-01
1.0513674e+00  9.38933e-01
1.0513823e+00  9.35139e-01
1.0513972e+00  9.74863e-01
1.0514121e+00  9.95161e-01
1.0514270e+00  9.96607e-01
1.0514421e+00  9.34972e-01
1.0514570e+00  9.99288e-01
1.0514719e+00  9.89029e-01
1.0514868e+00  9.63049e-01
1.0515017e+00  9.66557e-01
1.0515166e+00  9.88005e-01
1.0515315e+00  9.78530e-01
